section,question,source,tag_lv0,tag_lv1,tag_plus,cnt_chosen,avg_res_time
spare,What is the difference between stochastic gradient descent (SGD) and gradient descent (GD)?,bank,Data Science,technical,need_to_modify,0,2
spare,What is the exploding gradient problem while using the back propagation technique?,bank,Data Science,technical,need_to_modify,0,2
spare,Can you mention some advantages and disadvantages of decision trees?,bank,Data Science,technical,need_to_modify,0,2
spare,Explain the differences between Random Forest and Gradient Boosting machines.,bank,Data Science,technical,need_to_modify,0,2
spare,What is a confusion matrix and why do you need it?,bank,Data Science,technical,need_to_modify,0,2
spare,What's a Fourier transform?,bank,Data Science,technical,need_to_modify,0,2
spare,What do you mean by Associative Rule Mining (ARM)?,bank,Data Science,technical,need_to_modify,0,2
spare,What is Marginalisation? Explain the process.,bank,Data Science,technical,need_to_modify,0,2
spare,Explain the phrase ?œCurse of Dimensionality??,bank,Data Science,technical,need_to_modify,0,2
spare,What is the Principle Component Analysis?,bank,Data Science,technical,need_to_modify,0,2
spare,What are outliers? Mention three methods to deal with outliers.,bank,Data Science,technical,need_to_modify,0,2
spare,What is the difference between regularization and normalisation?,bank,Data Science,technical,need_to_modify,0,2
spare,Explain the difference between Normalization and Standardization.,bank,Data Science,technical,need_to_modify,0,2
spare,List the most popular distribution curves along with scenarios where you will use them in an algorithm.,bank,Data Science,technical,need_to_modify,0,2
spare,How do we check the normality of a data set or a feature?,bank,Data Science,technical,need_to_modify,0,2
spare,What is Linear Regression?,bank,Data Science,technical,need_to_modify,0,2
spare,Differentiate between regression and classification.,bank,Data Science,technical,need_to_modify,0,2
spare,What is target imbalance? How do we fix it? A scenario where you have performed target imbalance on data. Which metrics and algorithms do you find suitable to input this data onto?,bank,Data Science,technical,need_to_modify,0,2
spare,When does the linear regression line stop rotating or finds an optimal spot where it is fitted on data?,bank,Data Science,technical,need_to_modify,0,2
spare,Why is logistic regression a type of classification technique and not a regression? Name the function it is derived from?,bank,Data Science,technical,need_to_modify,0,2
spare,What could be the issue when the beta value for a certain variable varies way too much in each subset when regression is run on different subsets of the given dataset?,bank,Data Science,technical,need_to_modify,0,2
spare,What does the term Variance Inflation Factor mean?,bank,Data Science,technical,need_to_modify,0,2
spare,Which machine learning algorithm is known as the lazy learner and why is it called so?,bank,Data Science,technical,need_to_modify,0,2
spare,Is it possible to use KNN for image processing?,bank,Data Science,technical,need_to_modify,0,2
spare,Differentiate between K-Means and KNN algorithms?,bank,Data Science,technical,need_to_modify,0,2
spare,How does the SVM algorithm deal with self-learning?,bank,Data Science,technical,need_to_modify,0,2
spare,What are Kernels in SVM? List popular kernels used in SVM along with a scenario of their applications.,bank,Data Science,technical,need_to_modify,0,2
spare,What is Kernel Trick in an SVM Algorithm?,bank,Data Science,technical,need_to_modify,0,2
spare,What are ensemble models? Explain how ensemble techniques yield better learning as compared to traditional classification ML algorithms.,bank,Data Science,technical,need_to_modify,0,2
spare,What are overfitting and underfitting? Why does the decision tree algorithm suffer often with overfitting problems?,bank,Data Science,technical,need_to_modify,0,2
spare,What is OOB error and how does it occur?,bank,Data Science,technical,need_to_modify,0,2
spare,How do you handle outliers in the data?,bank,Data Science,technical,need_to_modify,0,2
spare,List popular cross validation techniques.,bank,Data Science,technical,need_to_modify,0,2
spare,"Is it possible to test for the probability of improving model accuracy without cross-validation techniques? If yes, please explain.",bank,Data Science,technical,need_to_modify,0,2
spare,How do you assess the statistical significance of an insight?,bank,Data Science,technical,need_to_modify,0,2
spare,A diet pill is given to 9 subjects over six weeks. The average difference in weight (follow up ? baseline) is -2 pounds. What would the standard deviation of the difference in weight have to be for the upper endpoint of the 95% T confidence interval to touch 0?,bank,Data Science,technical,need_to_modify,0,2
spare,"After spending several hours, you are now anxious to build a high accuracy model. As a result, you build 5 GBM models, thinking a boosting algorithm would do the magic. Unfortunately, neither of models could perform better than benchmark score. Finally, you decided to combine those models. Though, ensembled models are known to return high accuracy, but you are unfortunate. Where did you miss?",bank,Data Science,technical,need_to_modify,0,2
spare,"You are compiling a report for user content uploaded every month and notice a spike in uploads in October. In particular, a spike in picture uploads. What might you think is the cause of this, and how would you test it?",bank,Data Science,technical,need_to_modify,0,2
spare,Consider influenza epidemics for two-parent heterosexual families. Suppose that the probability is 17% that at least one of the parents has contracted the disease. The probability that the father has contracted influenza is 12% while the probability that both the mother and father have contracted the disease is 6%. What is the probability that the mother has contracted influenza?,bank,Data Science,technical,need_to_modify,0,2
spare,Explain likely differences between administrative datasets and datasets gathered from experimental studies. What are likely problems encountered with administrative data? How do experimental methods help alleviate these problems? What problem do they bring?,bank,Data Science,technical,need_to_modify,0,2
spare,"What is: lift, KPI, robustness, model fitting, design of experiments, 80/20 rule?",bank,Data Science,technical,need_to_modify,0,2
spare,"Define quality assurance, six sigma.",bank,Data Science,technical,need_to_modify,0,2
spare,"Give examples of data that does not have a Gaussian distribution, nor log-normal.",bank,Data Science,technical,need_to_modify,0,2
spare,What is root cause analysis? How to identify a cause vs. a correlation? Give examples,bank,Data Science,technical,need_to_modify,0,2
spare,Give an example where the median is a better measure than the mean,bank,Data Science,technical,need_to_modify,0,2
spare,Explain what a long-tailed distribution is and provide three examples of relevant phenomena that have long tails. Why are they important in classification and regression problems?,bank,Data Science,technical,need_to_modify,0,2
spare,"Given two fair dices, what is the probability of getting scores that sum to 4? to 8?",bank,Data Science,technical,need_to_modify,0,2
spare,What is the Law of Large Numbers?,bank,Data Science,technical,need_to_modify,0,2
spare,How do you calculate the needed sample size?,bank,Data Science,technical,need_to_modify,0,2
spare,"When you sample, what bias are you inflicting?",bank,Data Science,technical,need_to_modify,0,2
spare,How do you control for biases?,bank,Data Science,technical,need_to_modify,0,2
spare,What are confounding variables?,bank,Data Science,technical,need_to_modify,0,2
spare,What is A/B testing?,bank,Data Science,technical,need_to_modify,0,2
spare,"In a study of emergency room waiting times, investigators consider a new and the standard triage systems. To test the systems, administrators selected 20 nights and randomly assigned the new triage system to be used on 10 nights and the standard system on the remaining 10 nights. They calculated the nightly median waiting time (MWT) to see a physician. The average MWT for the new system was 3 hours with a variance of 0.60 while the average MWT for the old system was 5 hours with a variance of 0.68. Consider the 95% confidence interval estimate for the differences of the mean MWT associated with the new system. Assume a constant variance. What is the interval? Subtract in this order (New System ? Old System).",bank,Data Science,technical,need_to_modify,0,2
spare,You roll a biased coin (p(head)=0.8) five times. What's the probability of getting three or more heads?,bank,Data Science,technical,need_to_modify,0,2
spare,A random variable X is normal with mean 1020 and a standard deviation 50. Calculate P(X>1200),bank,Data Science,technical,need_to_modify,0,2
spare,What is the Central Limit Theorem? Explain it. Why is it important?,bank,Data Science,technical,need_to_modify,0,2
spare,Consider the number of people that show up at a bus station is Poisson with mean 2.5/h. What is the probability that at most three people show up in a four hour period?,bank,Data Science,technical,need_to_modify,0,2
spare,An HIV test has a sensitivity of 99.7% and a specificity of 98.5%. A subject from a population of prevalence 0.1% receives a positive test result. What is the precision of the test (i.e the probability he is HIV positive)?,bank,Data Science,technical,need_to_modify,0,2
spare,You are running for office and your pollster polled hundred people. Sixty of them claimed they will vote for you. Can you relax?,bank,Data Science,technical,need_to_modify,0,2
spare,The homicide rate in Scotland fell last year to 99 from 115 the year before. Is this reported change really noteworthy?,bank,Data Science,technical,need_to_modify,0,2
spare,Infection rates at a hospital above a 1 infection per 100 person-days at risk are considered high. A hospital had 10 infections over the last 1787 person-days at risk. Give the p-value of the correct one-sided test of whether the hospital is below the standard.,bank,Data Science,technical,need_to_modify,0,2
spare,Suppose that diastolic blood pressures (DBPs) for men aged 35?44 are normally distributed with a mean of 80 (mm Hg) and a standard deviation of 10. About what is the probability that a random 35?44 year old has a DBP less than 70?,bank,Data Science,technical,need_to_modify,0,2
spare,"In a population of interest, a sample of 9 men yielded a sample average brain volume of 1,100cc and a standard deviation of 30cc. What is a 95% Student's T confidence interval for the mean brain volume in this new population?",bank,Data Science,technical,need_to_modify,0,2
spare,"There's one box ? has 12 black and 12 red cards, 2nd box has 24 black and 24 red; if you want to draw 2 cards at random from one of the 2 boxes, which box has the higher probability of getting the same color? Can you tell intuitively why the 2nd box has a higher probability",bank,Data Science,technical,need_to_modify,0,2
spare,"To further test the hospital triage system, administrators selected 200 nights and randomly assigned a new triage system to be used on 100 nights and a standard system on the remaining 100 nights. They calculated the nightly median waiting time (MWT) to see a physician. The average MWT for the new system was 4 hours with a standard deviation of 0.5 hours while the average MWT for the old system was 6 hours with a standard deviation of 2 hours. Consider the hypothesis of a decrease in the mean MWT associated with the new treatment. What does the 95% independent group confidence interval with unequal variances suggest vis a vis this hypothesis? (Because there's so many observations per group, just use the Z quantile instead of the T.)",bank,Data Science,technical,need_to_modify,0,2
spare,What is the statistical power?,bank,Data Science,technical,need_to_modify,0,2
spare,"Explain selection bias (with regard to a dataset, not variable selection). Why is it important? How can data management procedures such as missing data handling make it worse?",bank,Data Science,technical,need_to_modify,0,2
spare,Provide a simple example of how an experimental design can help answer a question about behavior. How does experimental data contrast with observational data?,bank,Data Science,technical,need_to_modify,0,2
spare,Is mean imputation of missing data acceptable practice? Why or why not?,bank,Data Science,technical,need_to_modify,0,2
spare,"What is an outlier? Explain how you might screen for outliers and what would you do if you found them in your dataset. Also, explain what an inlier is and how you might screen for them and what would you do if you found them in your dataset.",bank,Data Science,technical,need_to_modify,0,2
spare,How do you handle missing data? What imputation techniques do you recommend?,bank,Data Science,technical,need_to_modify,0,2
spare,Why is it necessary to introduce non-linearities in a neural network?,bank,Data Science,technical,need_to_modify,0,2
spare,What is the idea behind GANs?,bank,Data Science,technical,need_to_modify,0,2
spare,What are the advantages of using Batchnorm?,bank,Data Science,technical,need_to_modify,0,2
spare,What is multi-task learning? When should it be used?,bank,Data Science,technical,need_to_modify,0,2
spare,What is end-to-end learning? Give a few of its advantages.,bank,Data Science,technical,need_to_modify,0,2
spare,What happens if we use a ReLU activation and then a sigmoid as the final layer?,bank,Data Science,technical,need_to_modify,0,2
spare,How to solve the exploding gradient problem?,bank,Data Science,technical,need_to_modify,0,2
spare,Is it necessary to shuffle the training data when using batch gradient descent?,bank,Data Science,technical,need_to_modify,0,2
spare,"When using mini batch gradient descent, why is it important to shuffle the data?",bank,Data Science,technical,need_to_modify,0,2
spare,Describe some hyperparameters for transfer learning.,bank,Data Science,technical,need_to_modify,0,2
spare,Is dropout used on the test set?,bank,Data Science,technical,need_to_modify,0,2
spare,Describe two ways of dealing with the vanishing gradient problem in a neural network.,bank,Data Science,technical,need_to_modify,0,2
spare,Explain why dropout in a neural network acts as a regularizer.,bank,Data Science,technical,need_to_modify,0,2
spare,Give examples in which a many-to-one RNN architecture is appropriate.,bank,Data Science,technical,need_to_modify,0,2
spare,When can't we use BiLSTM? Explain what assumption has to be made.,bank,Data Science,technical,need_to_modify,0,2
spare,True/false: adding L2 regularization to a RNN can help with the vanishing gradient problem.,bank,Data Science,technical,need_to_modify,0,2
spare,Suppose the training error/cost is high and that the validation cost/error is almost equal to it. What does it mean? What should be done?,bank,Data Science,technical,need_to_modify,0,2
spare,Describe how L2 regularization can be explained as a sort of a weight decay.,bank,Data Science,technical,need_to_modify,0,2
spare,What are some advantages in using a CNN (convolutional neural network) rather than a DNN (dense neural network) in an image classification task?,bank,Data Science,technical,need_to_modify,0,2
spare,Describe two ways to visualize features of a CNN in an image classification task.,bank,Data Science,technical,need_to_modify,0,2
spare,"Is trying the following learning rates: 0.1,0.2,??0.5 a good strategy to optimize the learning rate?",bank,Data Science,technical,need_to_modify,0,2
spare,Suppose you have a NN with 3 layers and ReLU activations. What will happen if we initialize all the weights with the same value? what if we only had 1 layer (i.e linear/logistic regression?),bank,Data Science,technical,need_to_modify,0,2
spare,Explain the idea behind the Adam optimizer.,bank,Data Science,technical,need_to_modify,0,2
spare,"Compare batch, mini-batch and stochastic gradient descent.",bank,Data Science,technical,need_to_modify,0,2
spare,What is data augmentation? Give examples.,bank,Data Science,technical,need_to_modify,0,2
spare,You are given a train data set having 1000 columns and 1 million rows. The data set is based on a classification problem. Your manager has asked you to reduce the dimension of this data so that model computation time can be reduced. Your machine has memory constraints. What would you do? (You are free to make practical assumptions.),bank,Data Science,technical,need_to_modify,0,2
spare,"Is rotation necessary in PCA? If yes, Why? What will happen if you don't rotate the components?",bank,Data Science,technical,need_to_modify,0,2
spare,You are given a data set. The data set has missing values which spread along 1 standard deviation from the median. What percentage of data would remain unaffected? Why?,bank,Data Science,technical,need_to_modify,0,2
spare,You are given a data set on cancer detection. You've build a classification model and achieved an accuracy of 96%. Why shouldn't you be happy with your model performance? What can you do about it?,bank,Data Science,technical,need_to_modify,0,2
spare,Why is naive Bayes so ?˜naive???,bank,Data Science,technical,need_to_modify,0,2
spare,"Explain prior probability, likelihood and marginal likelihood in context of naiveBayes algorithm?",bank,Data Science,technical,need_to_modify,0,2
spare,"You are working on a classification problem. For validation purposes, you've randomly sampled the training data set into train and validation. You are confident that your model will work incredibly well on unseen data since your validation accuracy is high. However, you get shocked after getting poor test accuracy. What went wrong?",bank,Data Science,technical,need_to_modify,0,2
spare,"You are working on a time series data set. You manager has asked you to build a high accuracy model. You start with the decision tree algorithm, since you know it works fairly well on all kinds of data. Later, you tried a time series regression model and got higher accuracy than decision tree model. Can this happen? Why?",bank,Data Science,technical,need_to_modify,0,2
spare,You came to know that your model is suffering from low bias and high variance. Which algorithm should you use to tackle it? Why?,bank,Data Science,technical,need_to_modify,0,2
spare,"You are given a data set. The data set contains many variables, some of which are highly correlated and you know about it. Your manager has asked you to run PCA. Would you remove correlated variables first? Why?",bank,Data Science,technical,need_to_modify,0,2
spare,"You have data on the duration of calls to a call center. Generate a plan for how you would code and analyze these data. Explain a plausible scenario for what the distribution of these durations might look like. How could you test, even graphically, whether your expectations are borne out?",bank,Data Science,technical,need_to_modify,0,2
spare,How is kNN different from kmeans clustering?,bank,Data Science,technical,need_to_modify,0,2
spare,How is True Positive Rate and Recall related? Write the equation.,bank,Data Science,technical,need_to_modify,0,2
spare,"You have built a multiple regression model. Your model R-squared isn't as good as you wanted. For improvement, your remove the intercept term, your model R-squared becomes 0.8 from 0.3. Is it possible? How?",bank,Data Science,technical,need_to_modify,0,2
spare,"After analyzing the model, your manager has informed that your regression model is suffering from multicollinearity. How would you check if he's true? Without losing any information, can you still build a better model?",bank,Data Science,technical,need_to_modify,0,2
spare,When is Ridge regression favorable over Lasso regression?,bank,Data Science,technical,need_to_modify,0,2
spare,Rise in global average temperature led to decrease in number of pirates around the world. Does that mean that decrease in number of pirates caused the climate change?,bank,Data Science,technical,need_to_modify,0,2
spare,"While working on a data set, how do you select important variables? Explain your methods.",bank,Data Science,technical,need_to_modify,0,2
spare,What is the difference between covariance and correlation?,bank,Data Science,technical,need_to_modify,0,2
spare,"Is it possible capture the correlation between continuous and categorical variable? If yes, how?",bank,Data Science,technical,need_to_modify,0,2
spare,"Both being tree based algorithm, how is random forest different from Gradient boosting algorithm (GBM)?",bank,Data Science,technical,need_to_modify,0,2
spare,Running a binary classification tree algorithm is the easy part. Do you know how does a tree splitting takes place i.e. how does the tree decide which variable to split at the root node and succeeding nodes?,bank,Data Science,technical,need_to_modify,0,2
spare,"You've built a random forest model with 10000 trees. You got delighted after getting training error as 0.00. But, the validation error is 34.23. What is going on? Haven't you trained your model perfectly?",bank,Data Science,technical,need_to_modify,0,2
spare,You've got a data set to work having p (no. of variable) > n (no. of observation). Why is OLS as bad option to work with? Which techniques would be best to use? Why?,bank,Data Science,technical,need_to_modify,0,2
spare,"We know that one hot encoding increasing the dimensionality of a data set. But, label encoding doesn't. How ?",bank,Data Science,technical,need_to_modify,0,2
spare,What cross validation technique would you use on time series data set? Is it k-fold or LOOCV?,bank,Data Science,technical,need_to_modify,0,2
spare,"You are given a data set consisting of variables having more than 30% missing values? Let's say, out of 50 variables, 8 variables have missing values higher than 30%. How will you deal with them?",bank,Data Science,technical,need_to_modify,0,2
spare,What do you understand by Type I vs Type II error ?,bank,Data Science,technical,need_to_modify,0,2
spare,You're about to get on a plane to Seattle. You want to know if you should bring an umbrella. You call 3 random friends of yours who live there and ask each independently if it's raining. Each of your friends has a 2/3 chance of telling you the truth and a 1/3 chance of messing with you by lying. All 3 friends tell you that ?œYes??it is raining. What is the probability that it's actually raining in Seattle?,bank,Data Science,technical,need_to_modify,0,2
spare,"You have been asked to evaluate a regression model based on R-squared, adjusted R-squared and tolerance. What will be your criteria?",bank,Data Science,technical,need_to_modify,0,2
spare,"In k-means or kNN, we use euclidean distance to calculate the distance between nearest neighbors. Why not manhattan distance ?",bank,Data Science,technical,need_to_modify,0,2
spare,Explain machine learning to me like a 5 year old.,bank,Data Science,technical,need_to_modify,0,2
spare,I know that a linear regression model is generally evaluated using Adjusted R-squared or F value. How would you evaluate a logistic regression model?,bank,Data Science,technical,need_to_modify,0,2
spare,"Considering the long list of machine learning algorithm, given a data set, how do you decide which one to use?",bank,Data Science,technical,need_to_modify,0,2
spare,Do you suggest that treating a categorical variable as continuous variable would result in a better predictive model?,bank,Data Science,technical,need_to_modify,0,2
spare,When does regularization becomes necessary in Machine Learning?,bank,Data Science,technical,need_to_modify,0,2
spare,What do you understand by Bias Variance trade off?,bank,Data Science,technical,need_to_modify,0,2
spare,OLS is to linear regression. Maximum likelihood is to logistic regression. Explain the statement.,bank,Data Science,technical,need_to_modify,0,2
spare,What do you like most about working in Data Scientists?,bank,Data Science,general,need_to_modify,0,2
spare,"What do you see as a major event, trend or change that will change DS in the next five years?",bank,Data Science,general,need_to_modify,0,2
spare,Who is your mentor in the Data Science field?,bank,Data Science,general,need_to_modify,0,2
spare,What subjects interested you the most during your college days?,bank,All Positions,general,need_to_modify,0,2
spare,Why do you want to work for our company?,bank,All Positions,general,need_to_modify,0,2
spare,Can you describe your management style?,bank,All Positions,general,need_to_modify,0,2
spare,"Have you dealt with an unethical situation in your previous roles? If you have, share an example.",bank,All Positions,general,need_to_modify,0,2
spare,"Have you handled or led a team comprised of workers from different backgrounds? If you have, can you share your experience with us?",bank,All Positions,general,need_to_modify,0,2
spare,How do you win the cooperation of members of a team you are leading?,bank,All Positions,general,need_to_modify,0,2
spare,What is the difference between a group and a team? Do you consider yourself a team player?,bank,All Positions,general,need_to_modify,0,2
spare,What experience do you have with cost reduction efforts?,bank,All Positions,general,need_to_modify,0,2
spare,Do you think there is a link between company culture and performance/output? Why or why not?,bank,All Positions,general,need_to_modify,0,2
spare,Have you ever had to handle a situation where someone or a group of people were insensitive to another employee's race/religion/culture/background? How did you handle the situation? Would you handle it the same today or differently?,bank,All Positions,general,need_to_modify,0,2
spare,How do you motivate yourself when faced with repetitive or tedious tasks?,bank,All Positions,general,need_to_modify,0,2
spare,What makes you qualified for this position?,bank,All Positions,general,need_to_modify,0,2
spare,What is your greatest strength as a leader?,bank, All Positions,general,need_to_modify,0,2
spare,What is your approach to giving feedback?,bank,All Positions,general,need_to_modify,0,2
spare,How would you define success in this role?,bank,All Positions,general,need_to_modify,0,2
spare,What are some strategies you use to meet deadlines?,bank,All Positions,general,need_to_modify,0,2
spare,How do you handle conflict in the workplace?,bank,All Positions,general,need_to_modify,0,2
spare,Do you consider yourself capable of leading a team?,bank,All Positions,general,need_to_modify,0,2
spare,What's the normal distribution? Why do we care about it?,bank,Data Science,technical,need_to_modify,0,2
spare,What software would you use to make your role effective?,bank,All Positions,general,need_to_modify,0,2
spare,How do you describe your management style?,bank,All Positions,general,need_to_modify,0,2
spare,What software or tools do you believe best help with your role?,bank,All Positions,general,need_to_modify,0,2
spare,"When it comes to leadership, What is your style?",bank,All Positions,general,need_to_modify,0,2
spare,Describe an ideal workplace for you.,bank,All Positions,general,need_to_modify,0,2
